2026-01-21 10:18, success, 0.105576
2026-01-21 11:16, success, 0.263362
2026-01-21 12:29, success, 0.175639
2026-01-21 13:38, success, 0.193640
2026-01-21 14:21, success, 0.071329
2026-01-21 15:22, success, 0.282841
2026-01-21 16:27, success, 0.418082
2026-01-21 17:46, success, 0.213539
2026-01-21 18:31, success, 0.169232
2026-01-21 19:20, success, 0.458324
2026-01-21 20:20, success, 0.358383
2026-01-21 21:20, success, 0.088862
2026-01-21 22:16, success, 0.309340
2026-01-21 23:16, success, 0.303553
2026-01-22 01:03, success, 0.267795
2026-01-22 03:30, success, 0.215521
2026-01-22 04:40, success, 0.319028
2026-01-22 05:21, success, 0.210628
2026-01-22 06:21, success, 0.296482
2026-01-22 07:20, success, 0.213497
2026-01-22 08:20, success, 0.073945
2026-01-22 09:24, success, 0.277430
2026-01-22 10:18, success, 0.260829
2026-01-22 11:16, success, 0.180887
2026-01-22 12:29, success, 0.105457
2026-01-22 13:39, success, 0.165700
2026-01-22 14:22, success, 0.087098
2026-01-22 15:21, success, 0.146414
2026-01-22 16:23, success, 0.077185
2026-01-22 17:21, success, 0.250847
2026-01-22 18:19, success, 0.332972
2026-01-22 19:18, success, 0.253695
2026-01-22 20:16, success, 0.192450
2026-01-22 21:14, success, 0.132023
2026-01-22 22:14, success, 0.074715
2026-01-22 23:13, success, 0.116846
2026-01-23 01:03, success, 0.169775
2026-01-23 03:26, success, 0.127988
2026-01-23 04:35, success, 0.234707
2026-01-23 05:20, success, 0.171212
2026-01-23 06:21, success, 0.116300
2026-01-23 07:18, success, 0.201295
2026-01-23 08:18, success, 0.241259
2026-01-23 09:21, success, 0.173883
2026-01-23 10:16, success, 0.141741
2026-01-23 11:13, success, 0.178605
2026-01-23 12:28, success, 0.142604
2026-01-23 13:36, success, 0.198441
2026-01-23 14:17, success, 0.340219
2026-01-23 15:17, success, 0.274467
2026-01-23 16:18, success, 0.352228
2026-01-23 17:19, success, 0.452115
2026-01-23 18:20, success, 0.264317
2026-01-23 19:18, success, 0.181290
2026-01-23 20:15, success, 0.079305
2026-01-23 21:12, success, 0.116244
2026-01-23 22:11, success, 0.210208
2026-01-23 23:13, success, 0.120141
2026-01-24 01:00, success, 0.142074
2026-01-24 03:20, success, 0.177268
